Codigo,Cliente,Factura,Tipo,FechaFactura,TasaFact,Vencimiento,Base,IVA,IVABs,IVA25,TotalPorPagar,Observacion,25% de IVA PENDIENTE,RETENCION PENDIENTE
003356,"Arial Papeleria, C.A",993055,Factura,20/07/2026,736.9339,22/08/2026,682.85,78.71,58004.07,14501.02,682.85,,14502.86,43501.21
000014,Distribuidora  Horno Rio. C.A.,993059,Factura,21/07/2026,737.2321,25/07/2026,1129.14,180.66,133188.35,33297.09,0.0,,,99894.95
000016,Libreria Los Pinos. C.A.,993062,Factura,21/07/2026,737.2321,22/08/2026,852.68,136.43,100580.58,25145.15,852.68,,25146.99,75433.59
001858,"Librería y Papelería el Mundo del Libro 2011, C.A.",993063,Factura,21/07/2026,737.2321,23/07/2026,204.0,32.64,24063.26,6015.81,204.0,,6015.81,18047.44
001973,"Libreria y Papeleria El Morichal II, C.A.",993067,Factura,21/07/2026,737.2321,22/08/2026,350.06,28.71,21165.93,5291.48,350.06,,5293.33,15872.61
002154,"Librería Kichi, C.A.",993066,Factura,21/07/2026,737.2321,22/08/2026,239.16,15.25,11242.79,2810.7,239.16,,2808.85,8433.94
002638,"Import Misol, C.A",993060,Factura,21/07/2026,737.2321,23/07/2026,97.2,15.55,11463.96,2865.99,97.2,,2867.83,8596.13
002996,Meixian Feng (Automercado Wu y Feng),982351,Nota de Crédito,21/07/2026,737.2321,25/07/2026,-8.81,-1.41,-1039.5,-259.88,-8.81,,-258.03,-781.47
003116,Inversiones Seleberth C.A,993061,Factura,21/07/2026,737.2321,22/08/2026,162.44,0.0,0.0,0.0,162.44,,0.0,0.0
003327,"Espacios Modernos, C.A",993064,Factura,21/07/2026,737.2321,23/07/2026,1508.58,79.31,58469.88,14617.47,1508.58,,14619.31,43850.57
003342,"Grupo Bari 2025, C.A",993065,Factura,21/07/2026,737.2321,23/07/2026,4377.6,700.42,516372.11,129093.03,4377.6,,129089.34,387282.77
003356,"Arial Papeleria, C.A",993068,Factura,21/07/2026,737.2321,22/08/2026,158.46,16.75,12348.64,3087.16,158.46,,3089.0,9259.64
